1.1 110.8404700 -73.4509750 0.100 0.100 0 1.449 0.0 
1.2 110.8427000 -73.4547469 0.100 0.100 0 1.449 0.0 
1.3 110.8387600 -73.4586919 0.100 0.100 0 1.449 0.0 
2.1 110.8384158 -73.4510136 0.100 0.100 0 1.3779 0.0 
2.2 110.8405796 -73.4551389 0.500 0.500 0 1.3779 0.0 
2.3 110.8361008 -73.4587836 0.100 0.100 0 1.3779 0.0 
3.1 110.8252662 -73.4596951 0.100 0.100 0 1.9914 0.0 
3.2 110.8318272 -73.4551207 0.100 0.100 0 1.9914 0.0 
3.3 110.8302941 -73.4485580 0.100 0.100 0 1.9914 0.0 
3.4 110.8232158 -73.4547636 0.100 0.100 0 1.9914 0.0 
4.1 110.8050400 -73.4545361 0.566 0.353 0 0.0 0.0 
4.2 110.8068100 -73.4583581 0.281 0.206 0 0.0 0.0 
4.3 110.8130600 -73.4486939 0.100 0.100 0 0.0 0.0 
5.1 110.8237229 -73.4518119 0.100 0.100 0 1.425 0.0 
5.2 110.8221554 -73.4527017 0.100 0.100 0 1.425 0.0 
5.3 110.8207298 -73.4601281 0.294 0.259 0 1.425 0.0 
6.1 110.8321200 -73.4543750 0.100 0.100 0 0.0 0.0 
6.2 110.8217000 -73.4541080 0.100 0.100 0 0.0 0.0 
6.3 110.8294800 -73.4489140 0.100 0.100 0 0.0 0.0 
6.4 110.8228900 -73.4616310 0.100 0.100 0 0.0 0.0 
7.1 110.8356027 -73.4517354 0.100 0.100 0 0.0 0.0 
7.2 110.8365200 -73.4530053 0.100 0.100 0 0.0 0.0 
7.3 110.8302054 -73.4607783 0.720 0.720 0 0.0 0.0 
8.1 110.8229525 -73.4557225 0.694 0.694 0 0.0 0.0 
8.2 110.8237650 -73.4574778 0.694 0.694 0 0.0 0.0 
8.3 110.8296182 -73.4473761 0.160 0.160 0 0.0 0.0
9.1 110.8213633 -73.4505622 0.694 0.694 0 0.0 0.0 
9.2 110.8166542 -73.4536869 0.694 0.694 0 0.0 0.0 
9.3 110.8177396 -73.4589208 0.694 0.694 0 0.0 0.0 
10.1 110.8206913 -73.4506744 0.694 0.694 0 0.0 0.0 
10.2 110.8162196 -73.4534906 0.694 0.694 0 0.0 0.0 
10.3 110.8171638 -73.4589111 0.694 0.694 0 0.0 0.0 
11.1 110.8205446 -73.4525444 0.500 0.500 0 0.0 0.0 
11.2 110.8203379 -73.4527633 0.500 0.500 0 0.0 0.0 
11.3 110.8204463 -73.4596864 0.500 0.500 0 0.0 0.0
13.1 110.8125550 -73.4480347 0.134 0.134 0 0.0 0.0
13.3 110.8048946 -73.4588756 0.351 0.442 0 0.0 0.0
13.2 110.8027083 -73.4548592 0.602 0.743 0 0.0 0.0
14.1 110.8219646 -73.4490944 0.192 0.192 0 0.0 0.0
14.2 110.8112242 -73.4545281 0.409 0.451 0 0.0 0.0
14.3 110.8137933 -73.4589608 0.371 0.554 0 0.0 0.0 
15.1 110.8257175 -73.4501981 0.579 0.579 0 0.0 0.0
15.2 110.8200154 -73.4538917 0.402 0.402 0 0.0 0.0
15.3 110.8212175 -73.4601403 0.293 0.293 0 0.0 0.0
16.1 110.8083567 -73.4493158 0.398 0.398 115.77 0.0 0.0
16.2 110.8017854 -73.4525411 0.398 0.398 50.05 0.0 0.0
16.3 110.8057167 -73.4595078 0.230 0.230 0 0.0 0.0
17.1 110.7954292 -73.4485406 0.192 0.192 0 5.17 0.0
17.2 110.7945008 -73.4490581 0.192 0.192 0 5.17 0.0
17.3 110.7993617 -73.4470114 0.054 0.054 0 5.17 0.0
18.3 110.7962837 -73.4468367 0.098 0.098 0 0.0 0.0
18.1 110.7925663 -73.4483789 0.145 0.145 0 0.0 0.0
18.2 110.7935367 -73.4481472 0.108 0.108 0 0.0 0.0
19.1 110.8106596 -73.4569608 1.373 0.270 256.93995 0.0 0.0
19.2 110.8100754 -73.4561633 1.373 0.270 259.82835 0.0 0.0
20.1 110.7915608 -73.4565256 0.165 0.165 0 0.0 0.0
20.2 110.7913679 -73.4558061 0.160 0.160 0 0.0 0.0
21.3 110.8134338 -73.4494697 0.288 0.288 0 0.0 0.0 
21.1 110.8030487 -73.4582211 0.320 0.320 0 0.0 0.0 
21.2 110.8038942 -73.4531228 0.502 0.502 0 0.0 0.0 
22.1 110.8021824 -73.4601442 0.178 0.178 0 0.0 0.0 
22.2 110.7993001 -73.4552794 0.236 0.236 0 0.0 0.0 
