#Nsample
#ln(Lhood)
#O1 : x (arcsec)
#O1 : y (arcsec)
#O1 : emass
#O1 : theta (deg)
#O1 : rc (arcsec)
#O1 : sigma (km/s)
#O2 : rc (arcsec)
#O2 : sigma (km/s)
#O2 : rcut (arcsec)
#O3 : x (arcsec)
#O3 : y (arcsec)
#O3 : emass
#O3 : theta (deg)
#O3 : rc (arcsec)
#O3 : sigma (km/s)
#O3 : rcut (arcsec)
#O4 : x (arcsec)
#O4 : y (arcsec)
#O4 : emass
#O4 : theta (deg)
#O4 : rc (arcsec)
#O4 : sigma (km/s)
#O4 : rcut (arcsec)
#O5 : emass
#O5 : theta (deg)
#O5 : rc (arcsec)
#O5 : sigma (km/s)
#O5 : rcut (arcsec)
#Redshift of 4.3
#Redshift of 6.3
#Redshift of 8.2
#Redshift of 9.2
#Redshift of 10.3
#Redshift of 11.2
#Redshift of 12.3
#Redshift of 13.4
#Redshift of 15.3
#Redshift of 16.2
#Redshift of 17.3
#Redshift of 18.3
#Redshift of 19.3
#Redshift of 21.3
#Redshift of 25.3
#Redshift of 26.2
#Pot0 rcut (arcsec)
#Pot0 sigma (km/s)
#Chi2
1.640000000000000000e+02 -2.656909200000000126e+01 -2.879469999999999974e+00 1.060535999999999923e+00 5.615980000000000416e-01 5.482666480000000320e+02 1.538910800000000023e+01 9.716147190000000364e+02 5.243010000000000170e-01 2.803835690000000227e+02 7.045385999999999704e+00 3.148628100000000174e+01 2.356262500000000060e+01 5.566820000000000102e-01 9.992681799999999726e+01 1.188310999999999895e+00 1.575131360000000029e+02 6.733060700000000054e+01 4.343177699999999675e+01 -2.451414999999999900e+00 4.190949999999999953e-01 3.984027799999999786e+01 2.130950599999999895e+01 5.961287559999999530e+02 1.269041449999999998e+02 5.503710000000000546e-01 6.607178399999999385e+01 6.386540000000000550e-01 3.751268600000000220e+01 2.070870100000000136e+01 2.212349000000000121e+00 1.684047999999999989e+00 1.468632099999999951e+01 3.177751999999999910e+00 1.422603000000000062e+00 1.667661999999999978e+00 1.751387000000000027e+00 2.927201999999999860e+00 1.945198999999999900e+00 1.093069999999999986e+00 2.087521000000000182e+00 1.371618999999999922e+00 1.372627000000000042e+00 2.394963000000000175e+00 3.552360999999999880e+00 5.395349999999999646e+00 1.020384199999999986e+01 1.326144679999999880e+02 2.814981099999999969e+01
4.240000000000000000e+02 -4.328983699999999857e+01 -2.620506999999999920e+00 7.461459999999999759e-01 5.741810000000000525e-01 5.473474459999999908e+02 1.303778400000000026e+01 9.280234580000000051e+02 9.233199999999999741e-02 3.087230400000000259e+02 3.081392999999999827e+00 3.470750900000000172e+01 2.613839000000000112e+01 5.467229999999999590e-01 4.014938300000000027e+01 6.127000000000000224e-01 1.924064009999999882e+02 7.694790500000000577e+01 4.298980000000000246e+01 -1.983702999999999994e+00 2.910980000000000234e-01 3.828015299999999854e+01 1.806313799999999858e+01 6.363551410000000033e+02 1.232854289999999935e+02 1.019599999999999951e-01 6.697665200000000141e+01 7.636450000000000182e-01 2.772916700000000034e+01 2.894459900000000019e+01 2.184514000000000067e+00 1.718669999999999920e+00 1.377446499999999929e+01 2.099650000000000127e-01 1.408115000000000006e+00 1.694600000000000106e+00 1.791449999999999987e+00 3.349810999999999872e+00 1.938303000000000109e+00 1.083185999999999982e+00 2.231087000000000042e+00 1.322677000000000103e+00 1.331388000000000016e+00 2.402789999999999981e+00 3.498099999999999821e-02 3.445460000000000189e+00 4.925305999999999962e+00 1.392981249999999989e+02 6.159130100000000141e+01
6.500000000000000000e+01 -4.201206799999999930e+01 -2.554416999999999938e+00 6.184399999999999897e-01 6.319190000000000085e-01 5.462868519999999535e+02 1.301106599999999958e+01 9.283587710000000470e+02 1.815670000000000062e-01 3.542989559999999756e+02 2.405416000000000221e+00 3.273656600000000338e+01 2.325756799999999913e+01 4.802040000000000197e-01 3.466590399999999761e+01 1.304410000000000069e+00 1.837661439999999970e+02 4.521489100000000150e+01 4.112685100000000205e+01 -1.074214999999999920e+00 3.981879999999999864e-01 5.013021899999999675e+01 2.407930299999999946e+01 6.645854329999999663e+02 1.532728740000000016e+02 8.746999999999999567e-03 -8.906399700000000053e+01 2.418019999999999892e-01 4.750299400000000105e+01 2.587349100000000135e+01 2.217905000000000015e+00 1.673672000000000049e+00 1.275042799999999943e+01 6.847699999999999620e-02 1.407189999999999941e+00 1.856468000000000007e+00 1.934136999999999995e+00 3.314360000000000195e+00 2.008980999999999906e+00 1.067671000000000037e+00 2.187273999999999941e+00 1.345072999999999963e+00 1.359399999999999942e+00 2.487623999999999835e+00 3.457279999999999798e-01 7.615986000000000367e+00 7.637748000000000204e+00 1.164225629999999967e+02 5.903576300000000288e+01
2.680000000000000000e+02 -4.294539799999999730e+01 -2.106958000000000109e+00 4.759169999999999789e-01 5.774409999999999821e-01 5.474160560000000260e+02 1.465101899999999979e+01 9.827219029999999975e+02 5.579309999999999548e-01 3.394683979999999792e+02 2.644819000000000031e+00 3.213717799999999869e+01 2.286127300000000062e+01 6.562810000000000032e-01 4.003262300000000096e+01 1.143601000000000090e+00 1.721760270000000048e+02 1.295055639999999926e+02 4.164372399999999885e+01 4.954799999999999760e-01 4.743049999999999766e-01 6.934390999999999394e+01 2.121395400000000109e+01 6.368253250000000207e+02 9.551880500000000040e+01 3.072349999999999803e-01 3.174478000000000133e+00 4.130940000000000167e-01 4.988220100000000201e+01 2.626632999999999996e+00 2.022820999999999980e+00 1.672125000000000083e+00 1.531717100000000009e+01 3.393549000000000149e+00 1.401250000000000107e+00 1.755903999999999909e+00 1.717824000000000018e+00 3.266592999999999858e+00 1.931796999999999986e+00 1.092886999999999942e+00 2.081557000000000102e+00 1.353140000000000009e+00 1.356370999999999993e+00 2.433698000000000139e+00 2.761730000000000018e+00 6.065452999999999761e+00 9.177720000000000766e+00 1.034998680000000064e+02 6.090242299999999886e+01
3.000000000000000000e+01 -4.131842400000000026e+01 -2.583450000000000024e+00 9.791549999999999976e-01 5.994829999999999881e-01 5.473318249999999807e+02 1.411567800000000084e+01 9.465846060000000080e+02 2.619219999999999882e-01 3.316369760000000042e+02 3.118742000000000125e+00 3.403215800000000257e+01 2.440408899999999903e+01 6.308009999999999451e-01 4.511860099999999818e+01 1.030107000000000106e+00 1.928450080000000071e+02 8.201057500000000289e+01 4.177453400000000272e+01 -5.276167000000000051e+00 3.888289999999999802e-01 3.153424300000000002e+01 2.402387299999999826e+01 6.165580660000000535e+02 9.830769600000000707e+01 4.080699999999999883e-01 -3.311381899999999945e+01 1.350981999999999905e+00 9.402202900000000341e+01 3.264822999999999809e+01 2.245674999999999866e+00 1.653412000000000104e+00 1.549697800000000036e+01 2.963150999999999868e+00 1.411415000000000086e+00 1.687505000000000033e+00 1.867089999999999916e+00 3.096721000000000057e+00 1.924320000000000030e+00 1.074103000000000030e+00 2.097639000000000031e+00 1.355617000000000072e+00 1.364114999999999966e+00 2.584729999999999972e+00 1.832657999999999898e+00 6.356957000000000413e+00 1.119069600000000086e+01 1.220446139999999957e+02 5.764847400000000022e+01
6.400000000000000000e+01 -4.303532299999999822e+01 -2.607006999999999852e+00 1.010858000000000034e+00 6.260470000000000201e-01 5.465569900000000416e+02 1.418725599999999964e+01 9.289113439999999855e+02 2.822669999999999901e-01 3.337081160000000182e+02 4.220784000000000091e+00 3.197025599999999912e+01 2.367666399999999882e+01 6.556380000000000541e-01 4.796749200000000002e+01 8.196930000000000049e-01 1.918966719999999953e+02 7.896213099999999940e+01 4.011722100000000069e+01 -3.179361999999999799e+00 4.885800000000000143e-01 3.027763699999999858e+01 2.621299099999999882e+01 6.481267510000000129e+02 1.187104640000000018e+02 8.573699999999999377e-02 -3.496301400000000115e+01 6.897680000000000478e-01 5.579633599999999660e+01 3.897446200000000260e+01 2.225727000000000011e+00 1.654260999999999981e+00 1.412286699999999939e+01 1.494530000000000025e-01 1.402924000000000060e+00 1.668759000000000103e+00 1.891310000000000047e+00 3.010301000000000116e+00 1.986010000000000053e+00 1.063101000000000074e+00 2.088788999999999785e+00 1.342263999999999902e+00 1.340279999999999916e+00 2.579398999999999997e+00 6.376099999999999823e-02 6.829990999999999701e+00 1.357157100000000050e+01 1.089554750000000070e+02 6.108227200000000323e+01
3.530000000000000000e+02 -3.853865799999999808e+01 -3.497088000000000196e+00 6.814090000000000424e-01 5.395069999999999588e-01 5.469038450000000466e+02 1.261957800000000063e+01 8.855338030000000344e+02 5.906709999999999461e-01 2.798550369999999816e+02 5.097706999999999766e+00 2.942551500000000075e+01 2.135965500000000006e+01 9.194020000000000525e-01 2.494885899999999879e+01 1.747894999999999976e+00 1.960387760000000128e+02 4.990028399999999920e+01 4.311569200000000279e+01 5.166199999999999681e-01 3.558979999999999921e-01 3.023098999999999847e+01 2.697541700000000020e+01 7.778499859999999444e+02 1.084581929999999943e+02 2.691999999999999948e-02 -1.362972599999999979e+01 4.694420000000000259e-01 3.252127600000000029e+01 2.219003899999999874e+01 2.177407999999999788e+00 1.718266000000000071e+00 1.320146800000000020e+01 2.956361999999999934e+00 1.420412999999999926e+00 1.743802000000000074e+00 1.758679000000000103e+00 3.203568999999999889e+00 1.932163000000000075e+00 1.068626999999999994e+00 2.173735000000000195e+00 1.378452000000000011e+00 1.346742000000000106e+00 2.444618000000000180e+00 3.832383000000000095e+00 5.452532999999999852e+00 7.650375000000000369e+00 1.223765580000000028e+02 5.208894200000000296e+01
4.000000000000000000e+01 -3.182124299999999906e+01 -2.406162000000000134e+00 9.577870000000000550e-01 6.063300000000000356e-01 5.473646230000000514e+02 1.467373599999999989e+01 9.645327160000000504e+02 3.729979999999999962e-01 3.195595289999999977e+02 4.146349999999999980e+00 3.380948500000000223e+01 2.432713400000000092e+01 7.333399999999999919e-01 3.044407199999999847e+01 1.189356000000000080e+00 1.925696839999999952e+02 5.996874799999999794e+01 4.024573399999999879e+01 -2.876983000000000068e+00 5.342529999999999779e-01 3.602813199999999938e+01 1.969584299999999999e+01 5.509561899999999923e+02 1.013003970000000038e+02 7.191000000000000170e-02 -1.073247600000000013e+01 1.342850000000000099e+00 6.261012499999999648e+01 2.956551899999999833e+01 2.144791999999999810e+00 1.659105000000000052e+00 1.495813399999999938e+01 3.069643999999999817e+00 1.410822000000000020e+00 1.635804000000000036e+00 1.814694999999999947e+00 3.146919000000000022e+00 1.924055999999999989e+00 1.063064999999999927e+00 2.142514999999999947e+00 1.351496999999999948e+00 1.350486999999999993e+00 2.469701999999999842e+00 2.238345999999999947e+00 5.826798000000000144e+00 1.321070899999999959e+01 1.154244609999999938e+02 3.865411199999999781e+01
1.890000000000000000e+02 -3.597183400000000120e+01 -3.056883000000000017e+00 1.219524000000000052e+00 5.645949999999999580e-01 5.492589759999999615e+02 1.671428600000000131e+01 1.009812280999999984e+03 4.997070000000000123e-01 2.908694600000000037e+02 6.627197999999999922e+00 3.242399799999999743e+01 2.299004000000000048e+01 6.891559999999999908e-01 4.740809899999999999e+01 4.296730000000000271e-01 1.682406689999999969e+02 6.248024900000000059e+01 4.068588100000000196e+01 -5.065402999999999878e+00 5.122139999999999471e-01 1.832271700000000081e+01 2.163388099999999881e+01 5.482412349999999606e+02 7.405474800000000357e+01 5.469920000000000337e-01 7.540226800000000651e+01 3.125260000000000260e-01 3.398086599999999891e+01 2.600231600000000043e+01 2.203625999999999863e+00 1.632886999999999977e+00 1.457174999999999976e+01 2.971359999999999779e+00 1.415253000000000094e+00 1.607142999999999988e+00 1.780961999999999934e+00 2.949117999999999906e+00 1.934503000000000084e+00 1.096870000000000012e+00 2.099269000000000052e+00 1.376895999999999898e+00 1.360089000000000103e+00 2.561239000000000043e+00 2.250868999999999787e+00 5.067676999999999765e+00 7.646018999999999899e+00 1.319530310000000100e+02 4.695529400000000209e+01
4.150000000000000000e+02 -3.322054599999999880e+01 -3.300877999999999979e+00 8.497299999999999853e-01 6.183689999999999465e-01 5.487931139999999459e+02 1.487327400000000033e+01 9.762393060000000560e+02 5.081809999999999938e-01 3.455344339999999761e+02 3.500926999999999900e+00 3.238623299999999716e+01 2.468194799999999844e+01 7.301769999999999650e-01 8.831439299999999548e+01 3.276390000000000136e-01 1.486185480000000041e+02 9.874531799999999748e+01 3.414550100000000299e+01 -3.787237000000000187e+00 3.420619999999999772e-01 6.058563300000000140e+01 1.669688100000000119e+01 5.361833619999999883e+02 6.610867899999999509e+01 3.744859999999999856e-01 -6.152468100000000106e+01 8.373869999999999925e-01 8.559919999999999751e-01 1.456702899999999978e+01 2.325957999999999970e+00 1.683586000000000027e+00 1.521488500000000066e+01 9.613299999999999623e-02 1.424285000000000023e+00 1.665418000000000065e+00 1.831169000000000047e+00 3.158863999999999894e+00 2.047550999999999899e+00 1.110776999999999903e+00 2.162511999999999990e+00 1.335828999999999933e+00 1.360749999999999904e+00 2.425419999999999909e+00 9.501700000000000423e-02 6.910122999999999571e+00 1.016878200000000021e+01 1.362207909999999913e+02 4.145271799999999729e+01
