#Nsample
#ln(Lhood)
#O1 : x (arcsec)
#O1 : y (arcsec)
#O1 : emass
#O1 : theta (deg)
#O1 : rc (arcsec)
#O1 : sigma (km/s)
#O2 : rc (arcsec)
#O2 : sigma (km/s)
#O2 : rcut (arcsec)
#O3 : x (arcsec)
#O3 : y (arcsec)
#O3 : emass
#O3 : theta (deg)
#O3 : rc (arcsec)
#O3 : sigma (km/s)
#O3 : rcut (arcsec)
#O4 : x (arcsec)
#O4 : y (arcsec)
#O4 : emass
#O4 : theta (deg)
#O4 : rc (arcsec)
#O4 : sigma (km/s)
#O4 : rcut (arcsec)
#Redshift of 4.3
#Redshift of 6.4
#Redshift of 7.3
#Redshift of 8.3
#Redshift of 9.3
#Redshift of 10.3
#Redshift of 11.3
#Redshift of 13.2
#Redshift of 14.3
#Redshift of 15.3
#Redshift of 16.3
#Redshift of 18.2
#Redshift of 19.2
#Redshift of 20.2
#Redshift of 21.2
#Redshift of 22.2
#Pot0 rcut (arcsec)
#Pot0 sigma (km/s)
#Chi2
5.200000000000000000e+01 -3.670611180000000218e+02 -2.068108000000000057e+00 1.416006000000000098e+00 8.018530000000000380e-01 5.519998000000000182e+00 1.466545299999999941e+01 8.843186120000000301e+02 3.559329999999999994e-01 4.263195049999999924e+02 3.716651999999999845e+00 4.010553199999999663e+01 1.390182300000000026e+01 4.628000000000000169e-03 2.818322500000000019e+01 1.744017699999999849e+01 5.217335789999999633e+02 7.883386900000000708e+01 3.519561499999999654e+01 -7.507483999999999824e+00 6.710359999999999658e-01 1.818013699999999844e+01 2.530997000000000163e+00 2.836723630000000185e+02 3.111955100000000130e+01 2.313289000000000151e+00 5.488935999999999815e+00 1.913621999999999934e+00 2.446895000000000042e+00 1.391661999999999955e+00 1.322394000000000069e+00 1.224440999999999891e+00 2.892841999999999913e+00 2.070333000000000201e+00 1.798111999999999933e+00 5.423900000000000249e-02 2.662154000000000131e+00 1.357099999999999973e-02 1.612590000000000134e-01 2.287081999999999837e+00 1.868616899999999958e+01 1.253692900000000066e+01 1.985406700000000058e+02 8.048107360000000199e+02
4.300000000000000000e+01 -3.794739329999999882e+02 -2.528948999999999891e+00 1.407883999999999913e+00 7.982519999999999616e-01 5.732339999999999769e+00 1.479440600000000039e+01 8.872440100000000029e+02 3.660410000000000053e-01 4.279115810000000124e+02 3.789271999999999974e+00 4.037738499999999675e+01 1.050170699999999968e+01 9.336000000000000548e-03 2.446690999999999860e+01 1.823962799999999973e+01 5.375387930000000551e+02 7.989177999999999713e+01 3.648586900000000099e+01 -7.581221000000000210e+00 7.693349999999999911e-01 2.358804299999999898e+01 4.694632000000000360e+00 2.969577899999999886e+02 3.018131500000000145e+01 2.175717999999999819e+00 5.890906000000000198e+00 1.913343000000000016e+00 2.415764999999999940e+00 1.401251999999999942e+00 1.365313999999999917e+00 1.232407000000000030e+00 2.985704000000000136e+00 2.063721999999999834e+00 1.833339999999999970e+00 4.853500000000000175e-02 3.060159000000000074e+00 6.093999999999999591e-03 1.301329999999999987e-01 2.344259000000000093e+00 2.143465600000000038e+01 1.191033700000000017e+01 1.989036820000000034e+02 8.296363659999999527e+02
3.500000000000000000e+01 -3.779516049999999723e+02 -2.110440000000000094e+00 1.458919000000000077e+00 8.015689999999999760e-01 5.433893999999999558e+00 1.440607400000000027e+01 8.771769160000000056e+02 2.391749999999999987e-01 4.239477850000000103e+02 3.968250999999999973e+00 4.007031899999999780e+01 1.210349599999999981e+01 7.525999999999999704e-03 2.644526000000000110e+01 1.827327999999999975e+01 5.339342980000000125e+02 7.899918399999999963e+01 3.617128999999999905e+01 -7.568677000000000099e+00 6.818279999999999896e-01 2.091532300000000077e+01 3.804130999999999929e+00 2.861949700000000121e+02 3.291055699999999717e+01 2.307955000000000201e+00 5.882892000000000010e+00 1.901990999999999987e+00 2.490683000000000202e+00 1.394886000000000070e+00 1.301938000000000040e+00 1.226318000000000019e+00 2.889680999999999944e+00 2.064760000000000151e+00 1.837313999999999892e+00 4.524399999999999950e-02 2.772866000000000053e+00 6.390700000000000547e-02 1.466369999999999896e-01 2.308291999999999788e+00 1.946225199999999944e+01 1.244781599999999955e+01 1.986559379999999919e+02 8.265917090000000371e+02
4.000000000000000000e+00 -3.892209879999999771e+02 -1.990491000000000010e+00 1.463122000000000034e+00 7.986969999999999903e-01 5.533538000000000068e+00 1.525051400000000079e+01 8.953880139999999983e+02 2.618179999999999952e-01 4.248133429999999748e+02 4.122321999999999598e+00 4.015810499999999905e+01 1.133370299999999986e+01 6.029999999999999770e-03 1.958088700000000060e+01 1.874478600000000128e+01 5.187282330000000456e+02 8.003649699999999712e+01 3.777347900000000180e+01 -7.424250999999999934e+00 7.233020000000000005e-01 2.036487599999999887e+01 4.550163999999999653e+00 2.853638859999999795e+02 3.201221799999999718e+01 2.244044000000000150e+00 5.771956000000000309e+00 1.897753000000000023e+00 2.427505000000000024e+00 1.389874000000000054e+00 1.338553000000000104e+00 1.226688999999999918e+00 2.945139999999999869e+00 2.056236000000000175e+00 1.822049000000000030e+00 3.950100000000000139e-02 2.939715000000000078e+00 9.126499999999999890e-02 1.165619999999999989e-01 2.308619000000000199e+00 1.932607600000000048e+01 1.210805700000000051e+01 1.986787060000000054e+02 8.491304760000000442e+02
3.600000000000000000e+01 -3.754112450000000081e+02 -1.985274999999999901e+00 1.443186000000000080e+00 7.968640000000000168e-01 5.575611999999999568e+00 1.483456299999999928e+01 8.896215809999999919e+02 3.105700000000000127e-01 4.281361180000000104e+02 3.882534000000000152e+00 4.005038900000000268e+01 1.133555899999999994e+01 5.087999999999999641e-03 2.478897900000000121e+01 1.764355300000000071e+01 5.176549989999999752e+02 7.997901500000000397e+01 3.519561499999999654e+01 -7.842000999999999777e+00 7.271290000000000253e-01 2.072829899999999981e+01 4.505011999999999794e+00 2.850324939999999856e+02 3.059286099999999919e+01 2.210885999999999907e+00 5.676622000000000057e+00 1.914674999999999905e+00 2.411490000000000133e+00 1.396962999999999955e+00 1.362452999999999914e+00 1.226591999999999905e+00 2.948780000000000179e+00 2.076007999999999853e+00 1.798369000000000106e+00 4.661300000000000165e-02 2.824602000000000057e+00 9.539999999999999869e-03 1.397420000000000051e-01 2.298725000000000129e+00 1.841856699999999947e+01 1.200859099999999913e+01 1.983937339999999949e+02 8.215109889999999950e+02
3.600000000000000000e+01 -3.823650329999999826e+02 -2.233614000000000210e+00 1.448142999999999958e+00 7.988840000000000385e-01 5.697332000000000285e+00 1.493459999999999965e+01 8.870624410000000353e+02 2.481019999999999892e-01 4.241003230000000030e+02 4.050708000000000197e+00 4.016754900000000106e+01 1.140592999999999968e+01 7.016999999999999800e-03 1.706487200000000115e+01 1.753090299999999857e+01 5.202113610000000108e+02 8.017284499999999525e+01 3.640227399999999847e+01 -7.213803999999999661e+00 6.614750000000000352e-01 2.450740000000000052e+01 4.038312000000000346e+00 2.926724459999999794e+02 2.988262699999999938e+01 2.273496999999999879e+00 5.795488999999999891e+00 1.905713999999999908e+00 2.511845000000000105e+00 1.395061000000000107e+00 1.356894999999999962e+00 1.229929999999999968e+00 2.977243999999999780e+00 2.073744000000000032e+00 1.847566000000000042e+00 5.098599999999999660e-02 3.399700000000000166e+00 1.241440000000000043e-01 1.087510000000000004e-01 2.324997000000000202e+00 2.088826500000000053e+01 1.214347599999999971e+01 1.990378340000000037e+02 8.354185649999999441e+02
9.000000000000000000e+00 -3.834184940000000097e+02 -1.977934000000000081e+00 1.446317999999999993e+00 7.991620000000000390e-01 5.655424000000000007e+00 1.546172299999999922e+01 8.974741470000000163e+02 3.015920000000000267e-01 4.234827579999999898e+02 4.120063000000000031e+00 4.008230999999999966e+01 1.244245399999999968e+01 6.583999999999999575e-03 2.102658999999999878e+01 1.936297400000000124e+01 5.135147459999999455e+02 7.950892299999999580e+01 3.698427499999999668e+01 -7.391028000000000375e+00 6.507669999999999844e-01 1.767937200000000075e+01 4.166037000000000212e+00 2.894360819999999990e+02 3.263938600000000179e+01 2.301203999999999805e+00 5.766740000000000421e+00 1.901501000000000108e+00 2.472951999999999817e+00 1.390208000000000110e+00 1.314227999999999952e+00 1.225686999999999971e+00 2.925667999999999935e+00 2.061122000000000121e+00 1.826529000000000069e+00 4.528599999999999987e-02 3.071877000000000191e+00 1.205050000000000010e-01 1.052799999999999986e-01 2.308419000000000221e+00 2.198381200000000035e+01 1.234598300000000037e+01 1.987168819999999982e+02 8.375254879999999957e+02
7.000000000000000000e+00 -3.766881109999999921e+02 -2.083126000000000033e+00 1.420948000000000100e+00 8.004510000000000236e-01 5.616793000000000369e+00 1.501522699999999944e+01 8.941710930000000417e+02 1.506159999999999999e-01 4.239080640000000244e+02 3.918282000000000043e+00 4.027835199999999816e+01 1.454180900000000065e+01 6.721000000000000411e-03 2.309293200000000112e+01 1.803248999999999924e+01 5.079126330000000280e+02 7.946685899999999947e+01 3.625264700000000317e+01 -7.276023999999999603e+00 6.418880000000000141e-01 2.330888500000000008e+01 3.758307999999999982e+00 3.030776349999999866e+02 3.089614800000000017e+01 2.294963000000000086e+00 5.440460999999999991e+00 1.903494999999999937e+00 2.499379999999999935e+00 1.388373999999999997e+00 1.324847000000000108e+00 1.226194999999999924e+00 2.937466000000000133e+00 2.064245000000000108e+00 1.828821000000000030e+00 4.594600000000000073e-02 3.222528000000000059e+00 1.328860000000000041e-01 1.184430000000000066e-01 2.293924000000000074e+00 1.974917699999999954e+01 1.243832500000000074e+01 1.985947600000000079e+02 8.240647219999999606e+02
1.000000000000000000e+01 -3.875591150000000198e+02 -1.753344999999999931e+00 1.484512000000000054e+00 7.974360000000000337e-01 5.427940000000000431e+00 1.649987000000000137e+01 9.203912629999999808e+02 3.250319999999999876e-01 4.206481800000000248e+02 4.493247000000000213e+00 4.029164699999999755e+01 1.011324499999999915e+01 6.458000000000000199e-03 2.334689499999999995e+01 1.857897900000000035e+01 5.109011380000000031e+02 8.199051599999999951e+01 3.686871200000000215e+01 -7.551188999999999929e+00 8.863090000000000135e-01 2.176264400000000165e+01 4.910003999999999813e+00 2.781172270000000140e+02 3.552541500000000241e+01 2.191875000000000018e+00 4.905664999999999942e+00 1.841625999999999985e+00 2.263911999999999924e+00 1.356592999999999938e+00 1.360695999999999906e+00 1.224013999999999935e+00 2.938969999999999860e+00 2.002542000000000044e+00 1.786575999999999942e+00 2.511199999999999891e-02 2.984830999999999790e+00 1.242410000000000042e-01 7.807699999999999363e-02 2.314264999999999795e+00 2.079824500000000143e+01 1.149705299999999930e+01 1.988026670000000138e+02 8.458067290000000185e+02
2.800000000000000000e+01 -3.840287000000000148e+02 -2.010958000000000023e+00 1.465486999999999984e+00 7.983980000000000521e-01 5.473963000000000356e+00 1.487273000000000067e+01 8.845012890000000425e+02 2.581840000000000246e-01 4.263906170000000202e+02 4.009332999999999814e+00 3.981527899999999676e+01 1.145161099999999976e+01 5.500999999999999814e-03 2.194246000000000052e+01 1.803433499999999867e+01 5.306898810000000140e+02 7.963012100000000260e+01 3.724979799999999841e+01 -7.545390000000000263e+00 7.072270000000000501e-01 1.622337299999999871e+01 4.309852000000000238e+00 2.826118129999999837e+02 3.184192900000000037e+01 2.255609000000000197e+00 6.084598999999999869e+00 1.909137000000000084e+00 2.431935999999999876e+00 1.398273000000000099e+00 1.333968999999999960e+00 1.227371999999999908e+00 2.973897000000000013e+00 2.070800999999999892e+00 1.817320000000000046e+00 4.616100000000000064e-02 2.635784000000000127e+00 3.036600000000000063e-02 1.471880000000000133e-01 2.311408000000000129e+00 1.838098099999999846e+01 1.213922999999999952e+01 1.983607780000000105e+02 8.387458990000000085e+02
