#Nsample
#ln(Lhood)
#O1 : x (arcsec)
#O1 : y (arcsec)
#O1 : emass
#O1 : theta (deg)
#O1 : rc (arcsec)
#O1 : sigma (km/s)
#O2 : rc (arcsec)
#O2 : sigma (km/s)
#O2 : rcut (arcsec)
#O3 : x (arcsec)
#O3 : y (arcsec)
#O3 : emass
#O3 : theta (deg)
#O3 : rc (arcsec)
#O3 : sigma (km/s)
#O3 : rcut (arcsec)
#O4 : emass
#O4 : theta (deg)
#O4 : rc (arcsec)
#O4 : sigma (km/s)
#O4 : rcut (arcsec)
#Redshift of 4.3
#Redshift of 6.3
#Redshift of 8.2
#Redshift of 9.2
#Redshift of 10.3
#Redshift of 11.2
#Redshift of 12.3
#Redshift of 13.4
#Redshift of 15.3
#Redshift of 16.2
#Redshift of 17.3
#Redshift of 18.3
#Redshift of 19.3
#Redshift of 21.3
#Redshift of 25.3
#Redshift of 26.2
#Pot0 rcut (arcsec)
#Pot0 sigma (km/s)
#Chi2
4.760000000000000000e+02 -1.419303519999999992e+02 2.002188999999999997e+00 2.023830000000000073e-01 7.706399999999999917e-01 1.839890739999999880e+02 1.776549999999999940e+01 1.068725699000000077e+03 3.521429999999999838e-01 4.270233709999999974e+02 2.797311999999999799e+00 2.810856899999999925e+01 2.178883700000000090e+01 3.773070000000000035e-01 3.249047800000000308e+01 1.051174999999999971e+00 2.412738219999999956e+02 7.688618599999999503e+01 4.176079999999999792e-01 -7.671326500000000692e+01 6.623940000000000383e-01 2.390880900000000153e+01 2.372244399999999942e+01 2.286938000000000137e+00 1.819474999999999953e+00 1.431259499999999996e+01 3.546651000000000220e+00 1.412860999999999922e+00 1.633256999999999959e+00 1.890079999999999982e+00 4.780374000000000123e+00 2.302874000000000088e+00 1.161612000000000089e+00 2.337686999999999848e+00 1.362197000000000102e+00 1.340918999999999972e+00 2.927580999999999989e+00 5.327924999999999578e+00 8.571885999999999228e+00 3.457930000000000170e+00 1.333029569999999921e+02 3.367301799999999901e+01
5.000000000000000000e+00 -1.557859190000000069e+02 7.177914000000000350e+00 1.527497000000000105e+00 8.658200000000000340e-01 1.850257249999999942e+02 2.437700099999999992e+01 1.107550015999999914e+03 6.120999999999999705e-03 3.670626399999999876e+02 1.353497199999999978e+01 2.816028000000000020e+01 2.279875300000000138e+01 2.457110000000000127e-01 -4.081860300000000308e+01 7.455898000000000359e+00 2.500833979999999883e+02 5.627526399999999995e+01 1.152559999999999973e-01 -6.026328000000000173e+01 3.874139999999999806e-01 1.066079050000000024e+02 1.014295800000000014e+01 2.087298999999999793e+00 1.558461000000000096e+00 1.409796700000000058e+01 1.139321499999999965e+01 1.222714000000000079e+00 1.946993999999999891e+00 1.398652000000000006e+00 3.260139000000000120e+00 1.964682000000000039e+00 1.072681999999999913e+00 2.200372000000000217e+00 1.240580999999999934e+00 1.290415000000000090e+00 1.980039000000000105e+00 1.503950299999999984e+01 1.084229099999999946e+01 1.052830699999999986e+01 1.813605279999999880e+02 6.138415100000000280e+01
2.830000000000000000e+02 -1.592058539999999880e+02 4.765952000000000410e+00 1.517458999999999891e+00 8.217379999999999685e-01 1.847955859999999859e+02 2.121200800000000086e+01 1.097425903999999946e+03 1.027760000000000062e-01 3.497934789999999907e+02 9.365104999999999791e+00 2.777622300000000166e+01 1.926131600000000077e+01 4.168649999999999856e-01 6.407745000000000246e+00 7.651800999999999853e+00 2.852710819999999785e+02 2.877746600000000043e+01 4.543590000000000129e-01 -5.530734499999999798e+01 6.473069999999999657e-01 2.753680599999999856e+01 2.180038300000000007e+01 2.135324999999999918e+00 1.783884999999999943e+00 1.546704800000000013e+01 7.368648000000000309e+00 1.413740999999999914e+00 3.021545000000000147e+00 1.880268000000000050e+00 3.849304000000000059e+00 2.340743999999999936e+00 1.087606000000000073e+00 1.801314000000000082e+00 1.510442999999999980e+00 1.399297999999999931e+00 2.446363999999999983e+00 9.973874999999999602e+00 8.675041000000000224e+00 3.291195999999999788e+00 2.119214230000000043e+02 6.822402200000000505e+01
7.800000000000000000e+01 -1.533900950000000023e+02 3.513780999999999821e+00 1.321296000000000026e+00 8.583739999999999704e-01 1.837218719999999905e+02 2.356918299999999888e+01 1.111580619999999954e+03 6.681600000000000039e-02 3.348093279999999936e+02 1.509790100000000024e+01 2.649807399999999902e+01 2.312189800000000162e+01 2.627780000000000116e-01 6.489480100000000107e+01 1.031724600000000081e+01 2.302420180000000016e+02 6.155964999999999776e+01 1.914700000000000013e-01 -4.107594600000000185e+01 6.368249999999999744e-01 7.238492100000000562e+01 2.731742000000000115e+00 2.212394000000000194e+00 1.918433999999999973e+00 1.381503000000000014e+01 9.264165000000000205e+00 1.498780000000000001e+00 2.450242999999999949e+00 1.892692999999999959e+00 7.005321999999999605e+00 1.946658999999999917e+00 1.207773999999999903e+00 2.029533999999999949e+00 1.342622999999999900e+00 1.430881000000000070e+00 3.052395999999999887e+00 1.465609300000000026e+01 1.041976799999999947e+01 3.668753999999999849e+00 2.381881390000000067e+02 5.659250399999999814e+01
1.530000000000000000e+02 -1.475462379999999882e+02 1.957297999999999982e+00 6.124490000000000212e-01 7.745119999999999783e-01 1.828033540000000130e+02 2.229291999999999874e+01 1.090676774999999907e+03 2.407449999999999868e-01 3.207507439999999974e+02 1.681327399999999983e+01 2.965226499999999987e+01 2.301612300000000033e+01 3.723940000000000028e-01 -5.003490099999999785e+01 3.036404000000000103e+00 2.849079639999999927e+02 5.715833700000000306e+01 7.186569999999999903e-01 -6.852793300000000443e+01 5.623120000000000340e-01 1.450050540000000012e+02 2.045406499999999994e+01 2.302672999999999970e+00 1.830251000000000072e+00 1.552809300000000015e+01 1.337144200000000005e+01 1.493684000000000012e+00 1.676671999999999940e+00 2.183161999999999825e+00 5.748934000000000211e+00 1.831452000000000080e+00 1.142184000000000088e+00 2.182564999999999866e+00 1.407812000000000063e+00 1.481257999999999964e+00 2.761394999999999822e+00 1.080986399999999925e+01 1.040893900000000016e+01 1.021556700000000006e+01 1.204679900000000004e+02 4.490478999999999843e+01
2.850000000000000000e+02 -1.556715849999999932e+02 3.632595999999999936e+00 9.995209999999999928e-01 8.195630000000000415e-01 1.849629610000000071e+02 2.054261400000000037e+01 1.088822233000000097e+03 3.914000000000000118e-02 3.511866420000000062e+02 8.026213999999999515e+00 2.795978500000000011e+01 1.914772599999999869e+01 2.199790000000000079e-01 -5.316735099999999647e+01 6.799578000000000344e+00 2.830496590000000197e+02 3.583569500000000119e+01 6.635689999999999644e-01 -3.078170899999999932e+01 4.553110000000000213e-01 1.001344199999999951e+01 1.282991400000000048e+01 2.164111999999999814e+00 1.656849000000000016e+00 1.434375299999999953e+01 4.428922000000000025e+00 1.391362999999999905e+00 3.219075000000000131e+00 1.960509000000000057e+00 4.457479000000000191e+00 2.326837999999999962e+00 1.158395000000000064e+00 1.914698000000000011e+00 1.523911999999999933e+00 1.396433000000000035e+00 2.351542999999999939e+00 1.097594100000000061e+01 8.609659999999999869e+00 3.422000999999999848e+00 2.209051890000000071e+02 6.115548400000000129e+01
3.130000000000000000e+02 -1.594569700000000125e+02 8.451625999999999195e+00 1.922668999999999961e+00 8.360480000000000134e-01 1.842632350000000088e+02 2.350335499999999911e+01 1.109831040999999914e+03 1.356360000000000066e-01 4.023554930000000240e+02 1.123407699999999920e+01 3.420968700000000240e+01 2.632897600000000082e+01 2.333999999999999964e-01 -7.831746300000000360e+01 8.879246000000000194e+00 2.628970100000000230e+02 4.600610600000000261e+01 3.280850000000000155e-01 4.853785299999999836e+01 3.667290000000000272e-01 1.020027549999999934e+02 3.093541300000000049e+01 1.694992999999999972e+00 1.664911999999999948e+00 1.529792300000000083e+01 5.985725000000000406e+00 1.359847000000000028e+00 1.588610000000000078e+00 2.293099000000000220e+00 4.537459000000000131e+00 2.127005000000000035e+00 1.094749999999999890e+00 2.113624999999999865e+00 1.391213999999999951e+00 1.370557999999999943e+00 1.950928999999999913e+00 7.337016000000000204e+00 1.480644099999999952e+01 4.504382999999999804e+00 2.140310489999999959e+02 6.872625299999999982e+01
1.470000000000000000e+02 -1.506163050000000112e+02 5.474493999999999971e+00 1.116200000000000081e+00 8.742480000000000251e-01 1.816566410000000076e+02 2.230134699999999981e+01 1.077598359999999957e+03 5.260179999999999856e-01 4.013642159999999990e+02 9.585794999999999177e+00 2.670980700000000141e+01 2.077602600000000166e+01 1.922840000000000105e-01 3.918546899999999766e+01 1.486221000000000014e+00 2.854116270000000100e+02 6.082280200000000292e+01 4.441169999999999840e-01 -7.049604000000000426e+00 4.069780000000000064e-01 1.404641440000000046e+02 1.333105499999999921e+01 2.514053000000000093e+00 1.818896000000000068e+00 1.318286600000000064e+01 1.370868100000000034e+01 1.452722999999999987e+00 2.154973000000000027e+00 2.101624000000000159e+00 5.465195999999999721e+00 2.318341000000000207e+00 1.070505999999999958e+00 1.986137999999999959e+00 1.314373000000000014e+00 1.557387999999999995e+00 2.893790000000000084e+00 1.542614200000000046e+01 9.221287000000000234e+00 1.186604900000000029e+01 1.329312140000000113e+02 5.104492400000000174e+01
2.700000000000000000e+02 -1.518518550000000005e+02 6.515965999999999703e+00 1.562033000000000005e+00 8.124660000000000215e-01 1.824714309999999955e+02 2.143584900000000104e+01 1.029730232999999998e+03 3.687650000000000095e-01 3.577299790000000144e+02 1.784159599999999912e+01 2.618797800000000109e+01 2.115614100000000164e+01 4.678439999999999821e-01 -7.224819700000000466e+01 5.914995000000000225e+00 2.725249009999999998e+02 8.815447100000000091e+01 3.020160000000000067e-01 -5.224698999999999671e+01 4.729619999999999935e-01 1.609026289999999904e+02 9.740636999999999546e+00 2.235775999999999986e+00 1.871844999999999981e+00 1.515228199999999958e+01 1.344272800000000068e+01 1.256250000000000089e+00 1.746966999999999937e+00 1.797663000000000011e+00 3.920128000000000057e+00 1.967629999999999990e+00 1.115931000000000006e+00 1.964380000000000015e+00 1.380297000000000107e+00 1.315425000000000066e+00 2.206141000000000130e+00 1.206248800000000010e+01 1.674622300000000052e+01 1.292006800000000055e+01 1.738143410000000131e+02 5.351602299999999701e+01
3.330000000000000000e+02 -1.494364879999999971e+02 9.694561000000000206e+00 1.106711999999999918e+00 8.761309999999999931e-01 1.842152619999999956e+02 2.281554900000000075e+01 1.114382890000000089e+03 4.190849999999999853e-01 4.375957220000000234e+02 1.077260899999999921e+01 2.888792600000000022e+01 2.212185500000000005e+01 3.754299999999999859e-01 3.123507299999999987e+01 4.779030000000000222e-01 2.777657070000000203e+02 2.588805299999999932e+01 8.003019999999999579e-01 -7.434095600000000559e+01 2.478930000000000022e-01 1.807192320000000052e+02 2.666329800000000105e+01 1.868694000000000077e+00 1.774216999999999933e+00 1.548147100000000087e+01 1.506018100000000004e+01 1.327296000000000031e+00 2.216817999999999955e+00 1.770440000000000014e+00 4.068744999999999834e+00 2.137722999999999818e+00 9.634540000000000326e-01 1.954518999999999895e+00 1.201977999999999991e+00 1.148300000000000098e+00 2.716959999999999820e+00 9.724690999999999974e+00 1.128324800000000039e+01 1.144075300000000084e+01 7.428084300000000439e+01 4.868528899999999737e+01
